f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,num_hands,label,timestamp
0.0,0.0,0.0,0.32112154364585876,-0.10477980226278305,-0.09781476110219955,0.6240375638008118,-0.5295680165290833,-0.11251874268054962,0.7464184761047363,-0.9223392009735107,-0.12676343321800232,0.8210060000419617,-1.2364507913589478,-0.10818840563297272,0.4556008279323578,-0.9320171475410461,-0.03798850625753403,0.6328251957893372,-1.2314289808273315,-0.193754643201828,0.574944019317627,-0.8310664892196655,-0.22402648627758026,0.4808677136898041,-0.6824813485145569,-0.2080221325159073,0.26406869292259216,-0.9633132815361023,-0.04790776968002319,0.4646528661251068,-1.1794118881225586,-0.22137703001499176,0.3805030286312103,-0.6974472403526306,-0.22474953532218933,0.26327651739120483,-0.6368700265884399,-0.17870871722698212,0.06291668862104416,-0.9493703246116638,-0.0859459787607193,0.25459277629852295,-1.1407743692398071,-0.2864505350589752,0.19660575687885284,-0.6757614612579346,-0.2134576439857483,0.093974769115448,-0.6092581748962402,-0.10746395587921143,-0.16327187418937683,-0.913496732711792,-0.1269921362400055,0.029663989320397377,-1.0809928178787231,-0.2457546591758728,0.02716384455561638,-0.7644410133361816,-0.17197425663471222,-0.06038900837302208,-0.6739740371704102,-0.08235742896795273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A,2025-09-27T21:59:59.477442
0.0,0.0,0.0,0.3219161331653595,-0.13802655041217804,-0.09160184860229492,0.6067356467247009,-0.5398399233818054,-0.11243908852338791,0.7355112433433533,-0.911457896232605,-0.13371913135051727,0.8034637570381165,-1.2116283178329468,-0.12362729758024216,0.44499242305755615,-0.9349679946899414,-0.0267892275005579,0.6168451309204102,-1.1861146688461304,-0.16063924133777618,0.5663211941719055,-0.8196475505828857,-0.1751473844051361,0.4700622260570526,-0.6936262845993042,-0.15482795238494873,0.2644904851913452,-0.9636160731315613,-0.038584865629673004,0.45644548535346985,-1.155496597290039,-0.20267345011234283,0.38119539618492126,-0.6970930695533752,-0.20588189363479614,0.2592625916004181,-0.6484904289245605,-0.1629321575164795,0.07466088980436325,-0.9541007280349731,-0.0746399387717247,0.2564886510372162,-1.1296881437301636,-0.2675224542617798,0.20256055891513824,-0.6792659163475037,-0.19412323832511902,0.08759602904319763,-0.6196575164794922,-0.09198622405529022,-0.14751547574996948,-0.9216499924659729,-0.11268097907304764,0.05230031907558441,-1.0751796960830688,-0.22594410181045532,0.053196124732494354,-0.7572728395462036,-0.14914856851100922,-0.047023892402648926,-0.6759527921676636,-0.05962413549423218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A,2025-09-27T21:59:59.637483
0.0,0.0,0.0,0.3253830373287201,-0.14592285454273224,-0.08707939088344574,0.5932206511497498,-0.5366616249084473,-0.10853063315153122,0.7292641401290894,-0.8903335928916931,-0.13340498507022858,0.7930415868759155,-1.1921885013580322,-0.1293242871761322,0.4520418047904968,-0.9317086935043335,-0.011971189640462399,0.6251234412193298,-1.1854320764541626,-0.14402315020561218,0.5794858932495117,-0.8293302059173584,-0.1688808798789978,0.48671218752861023,-0.6985651850700378,-0.15629614889621735,0.28003212809562683,-0.9596394300460815,-0.025965392589569092,0.4667809009552002,-1.1481525897979736,-0.1795644462108612,0.39631882309913635,-0.7084026336669922,-0.18676124513149261,0.2776660919189453,-0.653714656829834,-0.15001705288887024,0.0925036296248436,-0.9465386867523193,-0.06474145501852036,0.27450621128082275,-1.1235175132751465,-0.24547792971134186,0.22348375618457794,-0.6934829950332642,-0.17646987736225128,0.11113805323839188,-0.6280509829521179,-0.08063507825136185,-0.12878842651844025,-0.9079437851905823,-0.1062760129570961,0.06542998552322388,-1.0654268264770508,-0.2130669206380844,0.07173846662044525,-0.7591373920440674,-0.13753743469715118,-0.020673327147960663,-0.6702076196670532,-0.05040309578180313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A,2025-09-27T21:59:59.731507
0.0,0.0,0.0,0.33487218618392944,-0.17249742150306702,-0.07642274349927902,0.5824245810508728,-0.5488136410713196,-0.09265019744634628,0.7126837372779846,-0.8821390271186829,-0.11620262265205383,0.7620928883552551,-1.1812288761138916,-0.11241529881954193,0.4388856887817383,-0.9348539710044861,0.011556201614439487,0.6069691777229309,-1.1558034420013428,-0.11644027382135391,0.560646653175354,-0.7999414801597595,-0.14678755402565002,0.4776427745819092,-0.6873822212219238,-0.14051499962806702,0.2729245722293854,-0.9620037078857422,-0.007814076729118824,0.45975401997566223,-1.1314982175827026,-0.15988187491893768,0.38776737451553345,-0.7070242166519165,-0.17514634132385254,0.2731242775917053,-0.6511589288711548,-0.1441376507282257,0.09043620526790619,-0.9473762512207031,-0.051444318145513535,0.2723690867424011,-1.0906412601470947,-0.2280421257019043,0.21687813103199005,-0.6823934316635132,-0.16754066944122314,0.10762014985084534,-0.624721884727478,-0.07731297612190247,-0.1214541643857956,-0.9032462239265442,-0.09722424298524857,0.06718632578849792,-1.042188048362732,-0.19854824244976044,0.07042711973190308,-0.7530336976051331,-0.12518590688705444,-0.021935956552624702,-0.6709033250808716,-0.039897773414850235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A,2025-09-27T21:59:59.819203
0.0,0.0,0.0,0.3362830877304077,-0.16872626543045044,-0.07370023429393768,0.59482741355896,-0.5460131168365479,-0.09032175689935684,0.7275038957595825,-0.8824588656425476,-0.11441032588481903,0.775807797908783,-1.1833158731460571,-0.11200632154941559,0.4458233118057251,-0.9327035546302795,0.009435811080038548,0.6183258295059204,-1.1658889055252075,-0.11939853429794312,0.5738464593887329,-0.813644528388977,-0.15278083086013794,0.4874826669692993,-0.6970183253288269,-0.14838199317455292,0.2760825753211975,-0.9610629677772522,-0.01168002188205719,0.4691651463508606,-1.1445149183273315,-0.16059227287769318,0.4013102948665619,-0.7178623676300049,-0.17460331320762634,0.284022718667984,-0.6562699675559998,-0.14364869892597198,0.09094256907701492,-0.9471549987792969,-0.05650646984577179,0.27990254759788513,-1.1132248640060425,-0.22909052670001984,0.23109155893325806,-0.7002099752426147,-0.16484703123569489,0.12011547386646271,-0.6348406076431274,-0.07378068566322327,-0.12471132725477219,-0.9038659334182739,-0.1034693568944931,0.07218949496746063,-1.0579416751861572,-0.20198416709899902,0.08058491349220276,-0.7632597088813782,-0.124201700091362,-0.010366937145590782,-0.6734871864318848,-0.03662777692079544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A,2025-09-27T21:59:59.902724
0.0,0.0,0.0,0.33786261081695557,-0.1731642633676529,-0.08462057262659073,0.5937191247940063,-0.5478144884109497,-0.10321330279111862,0.7218760848045349,-0.8908860683441162,-0.12735983729362488,0.7706204056739807,-1.1972512006759644,-0.12409456074237823,0.43996381759643555,-0.9374040961265564,0.004475896712392569,0.6118344664573669,-1.1569304466247559,-0.1248251423239708,0.5657249093055725,-0.7983452081680298,-0.15472550690174103,0.4790283739566803,-0.6916738152503967,-0.14803774654865265,0.27900123596191406,-0.9602331519126892,-0.010518512688577175,0.4721691906452179,-1.1378625631332397,-0.16444778442382812,0.40432390570640564,-0.7093942165374756,-0.17928993701934814,0.2888011336326599,-0.6520472168922424,-0.14768560230731964,0.10114982724189758,-0.9429141283035278,-0.05007244646549225,0.2865501344203949,-1.1077064275741577,-0.230717271566391,0.23712685704231262,-0.6905209422111511,-0.16812632977962494,0.12721991539001465,-0.6212431788444519,-0.07508338987827301,-0.10974893718957901,-0.8988452553749084,-0.09221629798412323,0.08163458853960037,-1.0558929443359375,-0.19751997292041779,0.0907767117023468,-0.761443555355072,-0.12360399216413498,0.0014827072154730558,-0.6672598719596863,-0.03671926259994507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A,2025-09-27T21:59:59.988165
0.0,0.0,0.0,0.34210559725761414,-0.15274758636951447,-0.0801580548286438,0.6083968877792358,-0.5378665924072266,-0.09758004546165466,0.7389926910400391,-0.8859514594078064,-0.1202259436249733,0.7888126969337463,-1.1842745542526245,-0.11527042835950851,0.4679275155067444,-0.928127110004425,-0.006560026668012142,0.6361610293388367,-1.161131501197815,-0.13356249034404755,0.5856583118438721,-0.8066303730010986,-0.15763966739177704,0.49636414647102356,-0.6991828680038452,-0.14787912368774414,0.2888350486755371,-0.9570527672767639,-0.024986673146486282,0.4781631827354431,-1.1410855054855347,-0.17825470864772797,0.40953272581100464,-0.7026271224021912,-0.18817457556724548,0.2957383692264557,-0.6533589959144592,-0.15377888083457947,0.10015620291233063,-0.9422761797904968,-0.06617467105388641,0.28368815779685974,-1.1124863624572754,-0.24558554589748383,0.23606052994728088,-0.6846472024917603,-0.17631511390209198,0.12621361017227173,-0.6257818341255188,-0.08084037899971008,-0.11788064241409302,-0.898566722869873,-0.10942015796899796,0.07684403657913208,-1.0565667152404785,-0.21363621950149536,0.08410696685314178,-0.7532188296318054,-0.13416652381420135,-0.007135364692658186,-0.6681427955627441,-0.044756900519132614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A,2025-09-27T22:00:00.074953
0.0,0.0,0.0,0.340218186378479,-0.1482105702161789,-0.08747394382953644,0.6166228652000427,-0.5337753295898438,-0.10543454438447952,0.749948263168335,-0.88698410987854,-0.12556126713752747,0.7969217300415039,-1.1886433362960815,-0.11532152444124222,0.4669538736343384,-0.926685631275177,-0.01750640943646431,0.6390851140022278,-1.160237431526184,-0.14409838616847992,0.584018349647522,-0.7944449782371521,-0.16146788001060486,0.4949379563331604,-0.6927052140235901,-0.14746977388858795,0.29160043597221375,-0.955986499786377,-0.032540954649448395,0.48269039392471313,-1.140212893486023,-0.19091616570949554,0.40775808691978455,-0.6932008266448975,-0.19761572778224945,0.29327255487442017,-0.6467645764350891,-0.15964338183403015,0.10582977533340454,-0.9427912831306458,-0.07061205059289932,0.2876690924167633,-1.1059602499008179,-0.2542288899421692,0.23369981348514557,-0.6732977628707886,-0.1823728084564209,0.12408242374658585,-0.6205192804336548,-0.08423305302858353,-0.11005131900310516,-0.9029368162155151,-0.11123425513505936,0.08154774457216263,-1.0502243041992188,-0.21729697287082672,0.08310763537883759,-0.7448868155479431,-0.13833171129226685,-0.011194317601621151,-0.6678987145423889,-0.04935549572110176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A,2025-09-27T22:00:00.167139
0.0,0.0,0.0,0.344197541475296,-0.13919827342033386,-0.09249043464660645,0.6238172054290771,-0.5299624800682068,-0.11182287335395813,0.7557386755943298,-0.8941897749900818,-0.1322377473115921,0.806969404220581,-1.2004263401031494,-0.12097709625959396,0.4697812497615814,-0.9256182909011841,-0.021198580041527748,0.6435957551002502,-1.166278600692749,-0.1524367332458496,0.586582362651825,-0.7936497330665588,-0.17003922164440155,0.49596625566482544,-0.6889419555664062,-0.15531055629253387,0.29268181324005127,-0.9555906653404236,-0.03440791741013527,0.4844135642051697,-1.1479756832122803,-0.19932924211025238,0.4070494771003723,-0.6935680508613586,-0.20629452168941498,0.2909439206123352,-0.6476513743400574,-0.16702401638031006,0.1049552783370018,-0.9442039132118225,-0.0716453492641449,0.2869699001312256,-1.1105973720550537,-0.2621402442455292,0.2308075875043869,-0.6709985136985779,-0.18925511837005615,0.11972735822200775,-0.6211225390434265,-0.08872019499540329,-0.11308032274246216,-0.9086583256721497,-0.11163589358329773,0.07884581387042999,-1.0542898178100586,-0.22162538766860962,0.07783166319131851,-0.7445451021194458,-0.14328482747077942,-0.019785454496741295,-0.6723257899284363,-0.05421498417854309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A,2025-09-27T22:00:00.252495
0.0,0.0,0.0,0.3402097225189209,-0.14385399222373962,-0.09332971274852753,0.6171325445175171,-0.5340205430984497,-0.11243202537298203,0.7468277215957642,-0.8953273892402649,-0.13205766677856445,0.7960286736488342,-1.197959303855896,-0.12020184099674225,0.46069592237472534,-0.9286397695541382,-0.022886687889695168,0.6331764459609985,-1.1667612791061401,-0.15187521278858185,0.5787611603736877,-0.7923710346221924,-0.16947844624519348,0.49000445008277893,-0.6897490620613098,-0.1554431915283203,0.28412166237831116,-0.9581420421600342,-0.03519569709897041,0.47395649552345276,-1.1444448232650757,-0.19680295884609222,0.39934495091438293,-0.6919096112251282,-0.20385432243347168,0.28373274207115173,-0.6470970511436462,-0.16567513346672058,0.09686742722988129,-0.9453107714653015,-0.071287140250206,0.2784293591976166,-1.1083606481552124,-0.25877130031585693,0.22449131309986115,-0.6719013452529907,-0.1873924434185028,0.11451619118452072,-0.6220988035202026,-0.0888366848230362,-0.12101772427558899,-0.907461404800415,-0.11020203679800034,0.07081006467342377,-1.0512666702270508,-0.2195672243833542,0.07138901948928833,-0.7423585653305054,-0.14228521287441254,-0.02416880987584591,-0.6671658158302307,-0.054021187126636505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A,2025-09-27T22:00:00.353908
