f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,num_hands,label
0.0,0.0,0.0,0.3707892493520932,0.0252554058034863,-0.1309752489051349,0.7556880453180354,-0.3210622868596653,-0.1532462584922778,0.9408814894936566,-0.7224589340686504,-0.1602102052029662,1.0279320622946986,-1.0097895850749317,-0.1326950878364837,0.6526648566293842,-0.7920554410980369,-0.1031010916243531,0.8312167844085796,-1.0605025617524788,-0.2316846156963565,0.6839139316713196,-0.6668420103934577,-0.2415424930362067,0.5859788702361685,-0.5828022531077547,-0.227998024049817,0.4392880263034653,-0.893490583774521,-0.0932770424738689,0.6010509326275829,-1.1082508007976557,-0.2421293460734591,0.4591437868583395,-0.6176455342972577,-0.226854560688386,0.3805500152562568,-0.6024351069809177,-0.1838593996750382,0.217809102584231,-0.9431977235879508,-0.106912756498808,0.3747259546354585,-1.143931360441784,-0.2891813791568456,0.2771873467802647,-0.6652997797122194,-0.2018698132188324,0.2035362486016844,-0.6281615311436383,-0.1012142860052532,-0.0202649479087574,-0.9841007058538892,-0.1258960073972288,0.1321790675940232,-1.1386633850410848,-0.2365713983544062,0.1044195717118322,-0.8025753762250132,-0.1590412086556737,0.0398980643339602,-0.7377581039744112,-0.0765238757817136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A
0.0,0.0,0.0,0.3720575489022992,-0.0128005818758113,-0.1132088915232158,0.7592271832734363,-0.3403552675432415,-0.1249366186106875,0.9386425281436868,-0.722422604234762,-0.123952856349961,1.0016745932394058,-1.021678584212247,-0.0880567193008865,0.6534461617862997,-0.8028864339231522,-0.0529116133377087,0.8096059537905397,-1.0413895335027232,-0.1704764888474474,0.6788692522575313,-0.6605376683054083,-0.1863365874816301,0.5931101057168766,-0.5952586096644373,-0.1767262350501012,0.4460975830017134,-0.893958525804374,-0.0428380739728093,0.5926085879989312,-1.0933719854846984,-0.1866701874613586,0.4677711706565586,-0.6433634329331592,-0.1876581811979911,0.3858250150387139,-0.6361561915560633,-0.1534514728802608,0.2364657317539188,-0.9455904519029964,-0.0543501235317441,0.3838618657036694,-1.1329814103035374,-0.2243460832764951,0.2891114236726164,-0.6782075452328351,-0.1437327148263704,0.2102551077291637,-0.6390922290571476,-0.0470828989877014,0.0044568139738656,-0.9966216042299691,-0.0702846881579555,0.1526844249552277,-1.1368599332154727,-0.1654166496373932,0.1211397780495435,-0.8106406694083078,-0.0848226102498504,0.0558842240596429,-0.7441559754586338,0.0015527561969978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A
0.0,0.0,0.0,0.3608680928988279,-0.004224508682125,-0.1254332623948611,0.7503670299253338,-0.3139466531083972,-0.1419562208752908,0.9434844638495224,-0.6763295886536317,-0.1453689113227183,1.0153301231317786,-0.971111987165196,-0.1117581412864511,0.6750444218557562,-0.7804550750598702,-0.0454680608428422,0.8322380081849174,-1.0112686143177805,-0.1709864210420908,0.6980145515936242,-0.6357114466519489,-0.1970385970764676,0.6195142731831217,-0.5734510957740444,-0.1925197565676757,0.4743854764685499,-0.8797628401491625,-0.0312372343267797,0.6079789468404094,-1.0647549660490807,-0.174213128131009,0.4788312628795368,-0.6233422888214666,-0.1730316335755662,0.4132368584929264,-0.6218570940823773,-0.1358223010720698,0.2683980513954198,-0.9422470136406772,-0.0437295228270628,0.4055308202309331,-1.103511397613168,-0.2101559192118814,0.3047466402549331,-0.6679670973708226,-0.1330323121114842,0.2416463501658628,-0.6411155094148961,-0.0385309436020085,0.0436328124744811,-1.0013295669334192,-0.0631371717917731,0.1869486332943867,-1.113976472674996,-0.1544516049892872,0.1414154281341363,-0.8035549939198998,-0.0771964114418748,0.0771140796881209,-0.7480655634032376,0.007379137119357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A
0.0,0.0,0.0,0.362368344533315,-0.0072848458092255,-0.1244138152180251,0.7485427193888788,-0.311450955490447,-0.1428674707735411,0.9343449975483792,-0.6667856251587585,-0.1487658155298178,1.0020347420484923,-0.9609852362361776,-0.1189214577058183,0.6643072951800704,-0.7790383495737129,-0.0537967242888963,0.8301170515373015,-1.0037315102916984,-0.175905651501882,0.6916869587900707,-0.6326509988583436,-0.1956955168083519,0.6023553916184788,-0.5759391633988724,-0.1870594690461581,0.4690017695266263,-0.8822075446920666,-0.0417993812070033,0.6105894579895219,-1.0591228897109035,-0.1817070784146612,0.4783863485855789,-0.6205110275815737,-0.178899300745996,0.4049417561198968,-0.6244683343227782,-0.1416548633991936,0.2652525087806362,-0.9433860092773624,-0.0548640699175367,0.4098849627573705,-1.0980471517329211,-0.2211128518899433,0.3092146583518959,-0.6641896420899774,-0.1440855832210091,0.2384064089147032,-0.6435189968137426,-0.0501045375856928,0.0403655441051836,-0.9969580175568896,-0.0741929845049331,0.1907891446276017,-1.114908857541219,-0.1670460850791814,0.1485749112988008,-0.8070928367867596,-0.0883314163102046,0.0784648383973158,-0.7512285604811614,-0.0030813650836481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A
0.0,0.0,0.0,0.3704140401394313,0.0151744185587178,-0.1262402850102875,0.7722889903195455,-0.295255811875496,-0.1401157370354158,0.9611332680076524,-0.6704567238718093,-0.1396961017590655,1.0217361552510345,-0.968937740404732,-0.1024179942790792,0.6882791252185858,-0.7675332848375824,-0.0512796517243221,0.8496444480152725,-1.000680822046438,-0.1744467385804579,0.7067440432780525,-0.6247650152270853,-0.1968104638932899,0.6239728484001145,-0.561343245280283,-0.1909651587625564,0.4864495448431397,-0.8729570252413806,-0.0362335811592178,0.6259595116211928,-1.0664564260196665,-0.1808903061032967,0.4891297242995032,-0.622262947739784,-0.1794703686377191,0.417356782527806,-0.6169427702691015,-0.1421499547355804,0.280018416633574,-0.9403391141763446,-0.0468116234736624,0.421309116742228,-1.1134334256631175,-0.2156615165957359,0.31521607199771,-0.671192353349237,-0.1361181986986939,0.2464608595528837,-0.6401243714485458,-0.0401702355961754,0.0530320338715218,-1.0058239178414443,-0.064013949185557,0.1969524290606374,-1.1284849817355842,-0.1575502329224563,0.1486544645099777,-0.8130310407524385,-0.0792316118943916,0.0823366686424967,-0.7550605531096557,0.0052857934365575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A
0.0,0.0,0.0,0.3757929338070327,0.0203546953282363,-0.1180383543136244,0.780272063672263,-0.2846486581875145,-0.1314709532199406,0.9773527097537292,-0.6600559585256076,-0.1336312066668741,1.0384269234861077,-0.9633856368175764,-0.1007206199354773,0.706025026138245,-0.744784435839655,-0.048503705832882,0.8681951961613247,-0.9783988541507822,-0.1724892239499568,0.7228309846518044,-0.6086101165965135,-0.192615590505422,0.6358879065141086,-0.5353704004268168,-0.1836072997913988,0.5018659933364934,-0.8640463253757926,-0.0394267971938458,0.6443170491190335,-1.05461067473261,-0.1824462768719067,0.4997840919758944,-0.6135579108616367,-0.1766166381931513,0.4241112493501503,-0.6024176481114388,-0.1365641228630644,0.2923139349009336,-0.9417243321971044,-0.0559599800804803,0.4398992393800439,-1.106809995119703,-0.2263052509801931,0.3248652949670088,-0.66744895463823,-0.1453107314045406,0.25020600616569,-0.6339541559239003,-0.0479432388737311,0.0618653466368394,-1.0128859124508482,-0.0782547761291743,0.2190785035475585,-1.1349021598242308,-0.1736980939850395,0.1638865635671583,-0.8189478545339434,-0.0942631988593375,0.0901425375007068,-0.7595950982194783,-0.0085927476874636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A
0.0,0.0,0.0,0.3833494510145458,0.0371894662656858,-0.1137589456188915,0.7993880801475876,-0.2600804083262432,-0.1224945576268878,0.9928153160173296,-0.6421957119434796,-0.1201296870032883,1.0568017192977317,-0.9398446357520291,-0.0831854264254983,0.7215258432526462,-0.7355634308558061,-0.0497404942536817,0.886058341599438,-0.9728900938112862,-0.1720824868624722,0.7367638849894159,-0.6016745610008725,-0.191891345565514,0.6515999493306982,-0.5240147469167515,-0.1835926354898608,0.5140849735844057,-0.8567057178873825,-0.0420945705974723,0.6624124598491113,-1.055984262810082,-0.1874137115316611,0.514022193557903,-0.6138128224772783,-0.184001478896208,0.4334673910818424,-0.5908914004738851,-0.145180850663096,0.3027633243323895,-0.9371207459648142,-0.0585776713805498,0.4532956135404381,-1.1151659540411951,-0.2307357795371871,0.3339513096158943,-0.6688433983291511,-0.1497281251194296,0.2553762496108083,-0.6215617466709424,-0.0518858609966191,0.0682181982324855,-1.011993758620906,-0.0801012506869211,0.2256497096402739,-1.140799288929473,-0.1777279017771481,0.168974481354064,-0.8206655077882004,-0.0984503092558841,0.0945006549042258,-0.7538378147548801,-0.0126644846655434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A
0.0,0.0,0.0,0.3802533002265374,0.0387173495976517,-0.107014141063744,0.7910807060891599,-0.2544446821527004,-0.1131500341830829,0.9895759192390268,-0.6153696213290039,-0.1109276738929827,1.0623625103169054,-0.9060894935066492,-0.0749306633623538,0.7279029171731699,-0.728512604082079,-0.0374193597033366,0.8914017605579538,-0.9457755707757528,-0.1601292089590603,0.737722472063364,-0.5817696524243816,-0.1834001453124951,0.6519119922722739,-0.5100300011138892,-0.1774869795082974,0.5221862079842885,-0.8521714393445197,-0.0335470141216606,0.6681524190449492,-1.031352332877483,-0.1769069338026923,0.5142954473659722,-0.5939964601464798,-0.1745961338072169,0.4346529624290663,-0.5752927460369275,-0.1369389370313294,0.3116816324864221,-0.9363525879558824,-0.0544645566281928,0.4630869961515726,-1.0952800918073375,-0.2264094820957914,0.3372942567079504,-0.6544922040680053,-0.1489820168632201,0.2570573073506059,-0.6133773125362668,-0.0534128598331597,0.0792729459064522,-1.014020742383848,-0.0800448945750101,0.2403923568692951,-1.1267888057441653,-0.1788075795937347,0.1783813192032211,-0.8119008710094924,-0.1020593851020675,0.1000213289199457,-0.7526536335992368,-0.0175674611047922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A
0.0,0.0,0.0,0.3836563815640335,0.0385580906043741,-0.1108767551454122,0.7951283430030951,-0.2490836818097761,-0.1199813634312142,0.9932863688443349,-0.6149256189467694,-0.1187656220629317,1.0685102478447843,-0.9078703881179956,-0.084521756581572,0.7225565542188216,-0.72953773947867,-0.0477396679796213,0.8925621788092023,-0.943379199691274,-0.1666574443187342,0.7368844173599293,-0.5829979511620482,-0.1860728753166403,0.646433213527897,-0.5146112435961698,-0.1783724100472573,0.5205834114427524,-0.8528275149802356,-0.0409651244751178,0.6724765684754284,-1.0342994019716518,-0.1823540799574158,0.5177890171544761,-0.602836348792001,-0.1809301514799556,0.4358647469735996,-0.5853219002877527,-0.1449907615850066,0.3116618317561446,-0.9349840485542072,-0.0572185560317671,0.4677202105664697,-1.1008032767314415,-0.2275290797553722,0.3418388438072918,-0.6614966650934566,-0.1494131368164212,0.2595488179660541,-0.6165748731650114,-0.0539030158232528,0.0780424728721515,-1.0109708720299375,-0.0779714784420819,0.2415836522205047,-1.131422851816431,-0.1765122643506301,0.1827930001191865,-0.8161890826349889,-0.0988092596837465,0.1051390357765952,-0.7509283299542121,-0.0137817340571808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A
0.0,0.0,0.0,0.3838261581950359,0.0652699973761088,-0.1207981181231646,0.8080475464849811,-0.2330473246755756,-0.1300204364196288,1.0133414033429888,-0.6125196959193598,-0.126339504561955,1.0855198537079942,-0.9087426388566175,-0.0880388459811388,0.7359736276951527,-0.7211672185992005,-0.0577069465845467,0.9120643605374612,-0.9400349221001468,-0.1783106278789631,0.7517517387575375,-0.5724154410413962,-0.1957850347811655,0.6566091334489119,-0.5031055191260583,-0.1866138780655097,0.5291234415718999,-0.8473131395831008,-0.0457036876951605,0.684792639616087,-1.0314546775194715,-0.1912412740725301,0.5264780298134232,-0.5900174340179102,-0.1881925256920361,0.4441249497257947,-0.5746690936186404,-0.1501322746767615,0.3190709219432935,-0.9325817270997654,-0.0577764656030733,0.4790905608575808,-1.0946818254308888,-0.2323586386711778,0.3503887692468212,-0.6478602019833742,-0.1527718809844402,0.2674238916814292,-0.6063337287727228,-0.055881546386095,0.0866855859627558,-1.0155097977724896,-0.0750901560449616,0.2556035254051895,-1.1289926754029245,-0.1771225348444547,0.191058021520031,-0.8079581391966096,-0.1005958938489237,0.1105230680869509,-0.7472685253873408,-0.0165452485019407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,A
